11.576722,104.917455
11.578441,104.931163
11.587235,104.921756
11.581486,104.917441
11.571099,104.924376
11.572543,104.929167
11.592557,104.931104
11.570842,104.903694
11.531371,104.934304
11.589593,104.92763
11.550898,104.925363
11.554742,104.929417
11.639438,105.008719
11.571321,104.918279
11.580982,104.918091
11.554228,104.929728
11.552845,104.904849
11.558384,104.933152
11.621318,104.923603
11.594158,104.932087
11.578441,104.931163
11.53181,104.934629
11.576403,104.920452
11.576772,104.917455
11.554598,104.928683
11.583421,104.915159
11.592373,104.932874
11.571321,104.918279
11.593801,104.895404
11.580118,104.917751
11.568671,104.918892
11.565723,104.932736
11.555458,104.925605
11.521554,104.883287
11.554742,104.929417
11.573471,104.920882
11.578441,104.931163
11.587982,104.932261
11.570842,104.903694
11.531194,104.917094
11.539422,104.915342
11.535633,104.914798
11.542897,104.919531
11.538917,104.916889
11.5367,104.91478
11.535763,104.916248
11.542338,104.919548
11.546087,104.915029
11.543985,104.913948
11.536751,104.916872
11.539422,104.915342
11.542897,104.919531
11.54815,104.919251
11.539212,104.917449
11.547219,104.917047
11.557006,104.92054
11.539736,104.922521
11.540644,104.919229
11.534105,104.917758
11.540565,104.917416
11.553037,104.919263
11.535633,104.914798
11.536239,104.9235
11.539671,104.914049
11.557836,104.888321
11.554406,104.914584
11.546235,104.921287
11.559207,104.923764
11.531919,104.915925
11.531805,104.916855
11.552826,104.925068
11.541723,104.917957
11.540555,104.916848
11.539422,104.915342
11.546235,104.921287
11.557006,104.92054
11.570319,104.918412
11.548941,104.927338
11.552995,104.917847
11.541723,104.917957
11.547219,104.917047
11.531805,104.916855
11.535763,104.916248
11.552995,104.917847
11.535633,104.914798
11.541048,104.914641
11.532952,104.923282
11.537771,104.914107
11.529331,104.917206
11.532952,104.923282
11.541672,104.91603
11.545516,104.917509
11.544046,104.91588
11.545516,104.917509
11.557836,104.888321
11.538917,104.916889
11.539212,104.917449
11.541491,104.917966
11.5144664,104.9357771
11.539671,104.914049
11.548305,104.932533
11.538917,104.916889
11.538614,104.915367
11.540465,104.9146
11.538917,104.916889
11.540748,104.910404
11.554598,104.928683
11.565723,104.932736
11.561976,104.923288
11.566127,104.928977
11.564732,104.922432
11.564469,104.925993
11.566028,104.920693
11.572543,104.929167
11.554598,104.928683
11.572543,104.929167
11.561777,104.927353
11.554598,104.928683
11.5649,104.925929
11.529027,104.857491
11.574329,104.922202
11.52272,104.851357
11.572543,104.929167
11.543408,104.927904
11.561976,104.923288
11.562146,104.921097
11.566127,104.928977
11.568279,104.924719
11.572543,104.929167
11.539212,104.917449
11.533221,104.91181
11.555661,104.928234
11.565181,104.919402
11.566127,104.928977
11.572543,104.9291267
11.526261,104.879235
11.562583,104.923158
11.567969,104.922855
11.56801,104.923204
11.562146,104.921097
11.565181,104.919402
11.555304,104.932923
11.566127,104.928977
11.554598,104.928683
11.543443,104.924911
11.56469,104.927673
11.564795,104.927198
11.561777,104.927353
11.512098,104.775925
11.569574,104.929437
11.555661,104.928234
11.532072,104.945879
11.558384,104.933152
11.564619,104.92263
11.66222,104.801737
11.531371,104.934304
11.563665,104.911068
11.554742,104.929417
11.566133,104.92702
11.544046,104.91588
11.591426,104.906719
11.565797,104.92579
11.555304,104.932923
11.561076,104.927661
11.561777,104.927353
11.561976,104.923288
11.560846,104.920453
11.554598,104.928683
11.568606,104.924362
11.528578,104.857603
11.561976,104.923288
11.554598,104.923683
11.543443,104.924911
11.56905,104.928847
11.563902,104.931252
11.560846,104.920453
11.566127,104.928977
11.565735,104.899979
11.529734,104.858171
11.564173,104.922805
11.570478,104.927137
11.565757,104.923534
11.5632713,104.9335923
11.542533,104.906961
11.5570993,104.9311087
11.5610718,104.9358045
11.559006,104.929903
11.5610718,104.9358045
11.5748559,104.9105448
11.5611945,104.9311208
11.5680104,104.9232038
11.552789,104.9357825
11.5612522,104.9343775
11.5598548,104.9361907
11.5610718,104.9358045
11.5583839,104.9331516
11.5803129,104.9178097
11.5583839,104.9331516
11.548305,104.932533
11.558322,104.931423
